,yelpID,Phone,alias,name,category,rating,review_count,address,city,state,zipcode
1237,4MvnQm98sILdds-IzpN_1Q,(206) 816-0522,the-faerie-queene-seattle,The Faerie Queene,"Seafood, Live/Raw Food",4.5,61,90 Yesler Way,Seattle,WA,98104
1238,dJyOPYI8ryWSw26kje8LiA,(206) 782-1079,grocery-outlet-bargain-market-seattle,Grocery Outlet Bargain Market,"Grocery, Discount Store",4.5,73,8700 15th Ave NW,Seattle,WA,98117
1239,jexbHMY7W1Mhu6Ve24k3YQ,(206) 244-3006,london-house-full-service-salon-burien,London House Full Service Salon,"Day Spas, Tanning, Nail Salons",3.5,55,13028 1st Ave S,Burien,WA,98168
1240,STYKi1C53Oe5wNN-n_-Nlg,(206) 985-1182,krittikas-noodles-and-thai-seattle,Krittika's Noodles & Thai,"Thai, Noodles",4.0,145,6411 Latona Ave NE,Seattle,WA,98115
1241,6n2CsfFmNADMHrA0k36dlA,(206) 763-1488,la-mexicana-tortilla-factory-seattle,La Mexicana Tortilla Factory,Imported Food,3.0,1,10020 14th Ave SW,Seattle,WA,98146
1242,SX9Axdn6qy4Sy_ZjwNSwmw,(206) 374-8123,seleuss-chocolates-seattle,SELEUSS Chocolates,"Chocolatiers & Shops, Coffee & Tea",5.0,23,1910 1st Ave,Seattle,WA,98101
1243,elIn9Sr5ysAd8Jm0oLnicQ,(206) 525-0669,magnuson-cafe-and-brewery-seattle-2,Magnuson Cafe & Brewery,Brewpubs,4.0,20,7801 62nd Ave NE,Seattle,WA,98115
1244,bB_EJwQInu-QO5-jLzBlGw,(206) 417-9629,the-beer-authority-seattle-3,The Beer Authority,"Beer, Wine & Spirits",4.5,59,12720 Lake City Way NE,Seattle,WA,98125
1245,iXzALUYwbZG0QlG3KaKaZQ,(206) 463-5959,red-bicycle-bistro-and-sushi-vashon,Red Bicycle Bistro & Sushi,"Sushi Bars, American (New), Lounges",2.5,42,17618 Vashon Hwy SW,Vashon,WA,98070
1246,znC7nKUjIpMxTRrJjtnazQ,(206) 367-7972,toyoda-sushi-seattle,Toyoda Sushi,"Sushi Bars, Japanese",4.0,288,12543 Lake City Way NE,Seattle,WA,98125
1247,k0RrBoZpNTga7_b37dPtgg,(425) 277-0347,latin-market-renton,Latin Market,"Grocery, Latin American",2.5,3,217 S 4th Pl,Renton,WA,98055
1248,Mpkg-GN507FOirrGn2BEQw,(206) 682-3705,doc-maynards-night-club-seattle,DOC Maynard's Night Club,Nightlife,3.0,5,610 1st Avenue,Seattle,WA,98104
1249,UDtxYSFLuJCymplTu7RgVA,(206) 281-9233,el-ranchon-seattle-2,El Ranchon,Mexican,4.0,117,3416 W McGraw St,Seattle,WA,98199
1250,gaAiwIf5Gu0uGey-L_Ld0w,(206) 762-5300,caffe-umbria-seattle-7,Caffe Umbria,"Coffee & Tea, Cafes",4.5,85,5407 Ballard Ave NW,Seattle,WA,98107
1251,iOD2xrKVTk1FXRIUtuHe1A,(206) 932-4044,stop-n-shop-thrift-store-seattle,Stop N Shop Thrift Store,Thrift Stores,3.5,11,4504 California Ave SW,Seattle,WA,98116
1252,10EWSldXon8Y4a_Uo7iIMg,(206) 682-3579,bread-of-life-mission-seattle,Bread of Life Mission,Homeless Shelters,4.0,2,97 S Main St,Seattle,WA,98104
1253,tfBlfPoiqLGE99G4Y8iJ4w,(206) 361-1122,grocery-outlet-bargain-market-seattle-4,Grocery Outlet Bargain Market,"Grocery, Discount Store",3.5,51,13201 Aurora Ave N,Seattle,WA,98133
1254,U0OUYYsnUtN-aXyqyRM3VA,(206) 726-1522,st-clouds-seattle,St. Clouds,"American (New), Cocktail Bars, Breakfast & Brunch",4.0,301,1131 34th Ave,Seattle,WA,98122
1255,xc-Nk-4oEB4gNVmmBJWTOw,(425) 822-9696,cafe-happy-kirkland,Cafe Happy,"Vegetarian, Taiwanese, Juice Bars & Smoothies",4.0,149,102 Kirkland Ave,Kirkland,WA,98033
1256,CBtPOA-XinCkXRRVRj7_Yw,(206) 246-2029,sunnydale-saloon-seatac,Sunnydale Saloon,"Bars, Beer, Wine & Spirits",4.5,27,14404 Des Moines Memorial Dr S,SeaTac,WA,98168
1257,1vxpz2KnMB5MtEWRK5Q6-A,(360) 317-8530,miris-snack-shack-seattle-2,Miri's Snack Shack,"Street Vendors, Coffee & Tea, Ice Cream & Frozen Yogurt",5.0,15,6300 Seaview Ave NW,Seattle,WA,98107
1258,zGLmVKpUKdN5Kr_RFl9miw,(425) 888-4834,roaring-river-bed-and-breakfast-north-bend,Roaring River Bed & Breakfast,Bed & Breakfast,5.0,42,46715 SE 129th St,North Bend,WA,98045
1259,F_o6tbveRnSHNra3MMMoXg,(206) 852-6076,fish-basket-seattle-3,Fish Basket,"Food Trucks, Seafood, Fish & Chips",4.5,79,9447 Rainier Ave S,Seattle,WA,98118
1260,P0FATrrp3-PMTwAk2u7PYw,(425) 451-4086,dilettante-mocha-café-bellefield-bellevue,Dilettante Mocha Café - Bellefield,"Coffee & Tea, Desserts, Cafes",4.5,53,1450 114th Ave SE,Bellevue,WA,98004
1261,bFWYdUimp6cKYtbTPKa7qQ,(425) 821-8898,spicy-talk-bistro-kirkland,Spicy Talk Bistro,Szechuan,3.5,50,12305 120th Ave NE,Kirkland,WA,98034
1262,4PDgUeHMhb6wWAKOzXSt3g,(206) 363-1332,aurora-food-mart-seattle,Aurora Food Mart,"Gas Stations, Convenience Stores",4.0,1,12248 Aurora Ave N,Seattle,WA,98133
1263,k3E083YjGM8uTnXkHXSA3A,(206) 328-3155,volunteer-park-cafe-and-marketplace-seattle,Volunteer Park Cafe & Marketplace,"Breakfast & Brunch, American (New), Cafes",4.0,480,1501 17th Ave E,Seattle,WA,98112
1264,ft4uV-XJu_-NWWRPJwOOrw,(206) 526-5023,thai-ocean-seattle,Thai Ocean,Thai,3.5,146,401 NE Ravenna Blvd,Seattle,WA,98115
1265,LdrMFz21vugJtYJgrAtvFA,(206) 420-8412,pit-stop-taproom-and-pub-burien-2,Pit Stop Taproom & Pub,"Pubs, American (New), Vegan",4.5,129,216 SW 153rd St,Burien,WA,98166
1266,sBzYmB2QNTyMiQH2G65zOA,(206) 723-7078,mc-foods-seattle,MC Foods,"Grocery, Convenience Stores",2.5,5,4800 Beacon Ave S,Seattle,WA,98108
1267,Q-eLA1RLQerfgOr4ZXPc7w,(206) 622-3214,union-station-market-seattle,Union Station Market,Grocery,3.0,9,501 S Jackson St,Seattle,WA,98104
1268,DFL6utrn3EVMyZeJwfi7IA,(425) 485-3536,village-wines-woodinville,Village Wines,"Breakfast & Brunch, Wine Bars, Venues & Event Spaces",3.5,169,14450 Woodinville-Redmond Rd,Woodinville,WA,98072
1269,1OFSrhve07m6p4DfJnNghg,(253) 845-4053,starbucks-puyallup-14,Starbucks,Coffee & Tea,3.5,18,10219 132nd St E,Puyallup,WA,98374
1270,XDY5CC8ugRmSUdvBRg0f-g,(425) 644-7117,round-table-pizza-redmond-2,Round Table Pizza,"Pizza, Buffets",3.5,55,15025 N.E. 24th Street,Redmond,WA,98052
1271,pVIZ2-PUVt113Dv_uI9ciA,(206) 364-9535,aurora-donuts-seattle,Aurora Donuts,"Donuts, Bakeries",4.5,66,13201 Aurora Ave N,Seattle,WA,98133
1272,kykzs7h29Tid-bk6FSMHxw,(206) 310-1955,alive-juice-bar-shoreline-5,Alive Juice Bar,"Juice Bars & Smoothies, Soup, Salad",4.0,205,20206 Ballinger Way Ne,Shoreline,WA,98155
1273,wihZbV3OUesvCpy0J6ImKw,(253) 341-8065,lifeline-espresso-kirkland,Lifeline Espresso,Coffee & Tea,5.0,1,12635 NE 85th St,Kirkland,WA,98033
1274,xsKsJc1pBJeGYR3PAl0qiw,(425) 482-0334,acapulco-fresh-mexican-grill-kenmore,Acapulco Fresh Mexican Grill,"Mexican, Fast Food",4.0,105,6016 NE Bothell Way,Kenmore,WA,98028
1275,J7tIW9kx-ZraM7BHwFafHA,(206) 467-4450,206-burger-company-seattle,206 Burger Company,Burgers,4.0,65,823 3rd Ave,Seattle,WA,98104
1276,VcB2i_9vdtcBraRnF-GuuA,(206) 545-9000,kabul-afghan-cuisine-seattle,Kabul Afghan Cuisine,"Afghan, Vegan, Vegetarian",4.5,342,2301 N 45th St,Seattle,WA,98103
1277,M7zH3Pcd3Zw5DiYmgeRQKw,(425) 746-1222,blue-ginger-korean-barbecue-bellevue,Blue Ginger Korean Barbecue,"Korean, Barbeque",3.0,324,14045 NE 20th St,Bellevue,WA,98007
1278,wH4zfhTX7pchLcarwXA6tA,(206) 467-3098,mixto-seattle-2,Mixto,"Caribbean, Sandwiches, Cuban",4.5,53,521 3rd Ave,Seattle,WA,98104
1279,irhSNWT5unkKyOqsktk6Aw,(206) 324-3200,seattle-tennis-club-seattle,Seattle Tennis Club,Tennis,4.0,13,922 McGilvra Blvd E,Seattle,WA,98112
1280,B-BiVona93s4mgsLkt-45g,(425) 746-2114,bombay-house-bellevue,Bombay House,"Indian, Vegetarian",4.0,248,15100 SE 38th St,Bellevue,WA,98006
1281,yANQrCYwakJp2TYCUeaAjQ,(206) 362-6868,sandys-sea-foods-seattle,Sandy's Sea Foods,Seafood Markets,3.0,12,10528 Greenwood Ave N,Seattle,WA,98133
1282,NKT6K1zF0ZEpaUKL0cAfrQ,(425) 637-8822,tangerine-thai-cuisine-bellevue,Tangerine Thai Cuisine,Thai,3.0,166,333 108th Ave NE,Bellevue,WA,98004
1283,PVduLv1U_i6wUvubjDfZHw,(206) 363-0542,bouds-pinehurst-pub-seattle-2,Boud's Pinehurst Pub,"Dive Bars, American (New), Sandwiches",4.0,87,11753 15th Ave NE,Seattle,WA,98125
1284,YiZtQEz5Eu2XYph4NL5YWg,(206) 242-0063,ronnies-market-burien,Ronnie's Market,"Convenience Stores, Grocery",4.0,4,15321 8th Ave SW,Burien,WA,98166
1285,BIowzVpgDtYGyDIphByCiQ,(206) 352-6594,the-o-lounge-seattle,The O Lounge,Bars,4.5,2,2208 Queen Anne Ave,Seattle,WA,98109
1286,ZA2f2SKGK1AkQsBOlA6McA,(206) 352-6594,orrapin-noodle-experience-seattle,Orrapin Noodle Experience,Restaurants,3.5,2,2208 Queen Anne Ave N,Seattle,WA,98109
1287,uM7jiP2kAhm5R6CXMLFe7Q,(206) 824-4575,subway-des-moines-21,Subway,"Sandwiches, Fast Food",2.5,21,21425 International Blvd,Des Moines,WA,98198
1288,KdiScqJx2qNC0a2YQ9rMBA,(425) 326-1314,off-the-rails-sports-pub-bellevue,Off The Rails Sports Pub,"Sports Bars, American (Traditional)",4.0,5,1428 156th Ave Ne,Bellevue,WA,98007
1289,KLYyHjJE3Y5Pfphs5OfjyQ,(206) 985-2647,leahs-catering-seattle,Leah's Catering,"Caterers, Kosher",5.0,2,,Seattle,WA,98105
1290,fAcNQoOU9SeGwA3EuimNWg,(206) 985-2647,leahs-bakery-and-cafe-seattle,Leah's Bakery & Cafe,Caterers,3.5,2,2207 NE 65th St,Seattle,WA,98115
1291,W2E2LZeY-_v6PCpItyIzaA,(253) 941-2099,costa-chica-federal-way,Costa Chica,"Bakeries, International Grocery",3.5,4,31007 Pacific Hwy S,Federal Way,WA,98003
1292,fDf9KPB7_oARBHGk30Zeqg,(206) 900-8770,general-porpoise-seattle,General Porpoise,"Donuts, Coffee & Tea",4.0,508,1020 E Union St,Seattle,WA,98122
1293,O_WyFMIYFHlBVqR65yJjGw,(425) 485-2472,obelisco-estate-woodinville,Obelisco Estate,Wineries,4.5,24,19495 144th Ave NE,Woodinville,WA,98072
1294,u6PsXYIrZkuYoG6w6YmmcQ,(360) 825-6541,four-seasons-enumclaw-2,Four Seasons,"Chinese, Bars",2.5,55,820 Griffin Ave,Enumclaw,WA,98022
1295,dM7aCIJT_cWH3BNgMi9dNw,(206) 548-9461,shultzys-bar-and-grill-seattle,Shultzy's Bar & Grill,"Hot Dogs, German, Pubs",3.5,361,4114 University Way NE,Seattle,WA,98105
1296,R3m3YHynDcUFn_wsEPAz5Q,(206) 682-7030,sweet-and-fresh-bakery-seattle,Sweet & Fresh Bakery,"Bakeries, Custom Cakes",4.0,24,610 8th Ave S,Seattle,WA,98104
1297,1fGNzjLswpjKkGQZMt4beA,(425) 644-4400,indian-supermarket-bellevue,Indian Supermarket,Imported Food,3.0,26,14625 NE 20th St,Bellevue,WA,98007
1298,Am2BTcVJ7wQ3S_Uip7r0Jw,(206) 383-3677,lahi-seattle-seattle,Lahi Seattle,"Filipino, Pop-Up Restaurants",5.0,1,2008 S Ferdinad St,Seattle,WA,98122
1299,i2GJLhfRTt2ekc9SiE07cw,(425) 590-9545,terrys-kitchen-bellevue-2,Terry's Kitchen,"Comfort Food, American (New)",4.5,135,5625 119th Ave SE,Bellevue,WA,98006
1300,u12bZ1b9nmCWXC2wLhT1kQ,(206) 556-4853,soi-seattle,SOI,"Bars, Thai, Desserts",4.0,389,1400 10th Ave,Seattle,WA,98122
1301,pEJ9eXUxsIPlB_gOfC5mbg,(360) 802-6685,seeders-steak-and-brew-house-enumclaw,Seeder's Steak & Brew House,"Bars, American (Traditional)",2.0,13,1502 Railroad St,Enumclaw,WA,98022
1302,vHeCCg7l1zQJ1q6JSv5x7Q,(206) 557-7907,the-stepping-stone-seattle-2,The Stepping Stone,"Bars, Sandwiches, Beer, Wine & Spirits",4.5,15,5903 24th Ave NW,Seattle,WA,98107
1303,xCwL8Pz6kulI6FKCxEE0kw,(206) 772-2223,angel-city-deli-seattle,Angel City Deli,"Barbeque, Soul Food, Chicken Wings",3.5,67,12621 Renton Ave S,Seattle,WA,98178
1304,O7t7HRa-O6i-9hpnpuNOmA,(206) 762-9445,mcdonalds-seattle-39,McDonald's,"Fast Food, Burgers, Coffee & Tea",1.5,16,9610 Des Moines Memorial Dr S,Seattle,WA,98108
1305,OCDLs9UJSVLvk8TBe5Zdkw,(206) 232-2692,coffees-a-la-cart-mercer-island,Coffees A La Cart,Coffee & Tea,5.0,1,8309 SE 57th St,Mercer Island,WA,98040
1306,nliGzGR9wskUwY33capXjA,(425) 274-9165,vivo-53-bellevue,Vivo 53,"Pizza, Italian",3.5,541,504 Bellevue Sq,Bellevue,WA,98004
1307,4Ncx7VGgCfUbKUlbenJOmQ,(206) 725-7973,thien-phat-seattle,Thien Phat,"Vietnamese, Sandwiches, Chinese",3.5,78,3330 Rainier Ave S,Seattle,WA,98144
1308,xkRmagOWbvzSs2KxTMy4ug,(206) 356-2475,flair-taco-seattle,Flair Taco,"Food Trucks, Tacos",3.0,113,315 N 36th St,Seattle,WA,98103
1309,YqFKXpfPB6WSdieN9qA1KQ,(425) 369-6180,panera-bread-issaquah,Panera Bread,"Sandwiches, Salad, Soup",2.5,117,775 NW Gilman Blvd,Issaquah,WA,98027
1310,2OKCnqXbgOUGIe261DqrFg,(206) 860-0916,the-stumbling-monk-seattle,The Stumbling Monk,Pubs,4.0,249,1635 E Olive Way,Seattle,WA,98102
1311,SN7gnsVFAoKTLxciuNtF6Q,(206) 557-4661,emerald-city-pet-rescue-seattle-2,Emerald City Pet Rescue,"Community Service/Non-Profit, Animal Shelters, Pet Adoption",3.5,39,2962 1st Ave S,Seattle,WA,98134
1312,1j2ScK_4IuuP4qBiHIC6_g,(206) 725-7783,rainier-teriyaki-seattle,Rainier Teriyaki,"Japanese, Korean",3.5,56,3330 Rainier Ave S,Seattle,WA,98144
1313,m_x3dvMGCvXF0Fj6AeauoA,(206) 268-0154,morsel-seattle,Morsel,"Coffee & Tea, Sandwiches",4.5,828,5000 University Way NE,Seattle,WA,98105
1314,C6_3pV37agCvluH6z12FZQ,(253) 288-7000,emerald-downs-auburn-2,Emerald Downs,"Horse Racing, Stadiums & Arenas, Casinos",4.0,120,2300 Ron Crockett Dr,Auburn,WA,98001
1315,XeT3JaiYfd2bSYZPVyrI9A,(206) 622-2828,kings-barbeque-house-seattle-2,King's Barbeque House,"Chinese, Barbeque",3.5,45,518 6th Ave S,Seattle,WA,98104
1316,DX_0GOEiC8RSTG8cAtCA_Q,(206) 698-5765,bella-mbriana-food-truck-seattle,Bella M'Briana Food Truck,"Italian, Food Trucks, Sandwiches",5.0,17,5144 Ballard Ave NW,Seattle,WA,98107
1317,HugcfdCjnSUW7qwKG90i_A,(425) 821-1959,izumi-kirkland,Izumi,"Sushi Bars, Japanese",4.0,624,12539 116th Ave NE,Kirkland,WA,98034
1318,wJshEANELqleFnsrSmDyXw,(206) 722-4318,pho-seattle-restaurant-seattle,Pho Seattle Restaurant,Vietnamese,2.5,2,7127 Martin Luther King Jr Way S,Seattle,WA,98118
1319,O51NCX2rr-iEybfwpgmwSA,(206) 518-5195,dinos-grill-tukwila-2,Dino's Grill,"Mediterranean, Greek",4.5,4,14432 Military Rd S,Tukwila,WA,98168
1320,5VVGeQdGO3wVK4Gmd-9k-Q,(206) 708-6836,eden-hill-seattle,Eden Hill,American (New),4.5,154,2209 Queen Anne Ave N,Seattle,WA,98109
1321,sEeJqAppGT_P1nrmRQdIMA,(425) 503-9017,gourmet-dog-japon-seattle,Gourmet Dog Japon,"Food Stands, Japanese",4.0,268,3rd Ave & Pike St,Seattle,WA,98101
1322,gtshgZlJrzCsWujHpE2F5Q,(206) 420-1068,metropolitan-deli-and-cafe-seattle-4,Metropolitan Deli and Cafe,"Delis, Sandwiches",3.0,7,1255 Republican St,Seattle,WA,98109
1323,wKqnXKM5QP_gCh7h_8peIQ,(425) 432-9470,camp-mccullough-covington,Camp McCullough,Summer Camps,4.0,1,20665 SE 264th St,Covington,WA,98042
1324,fyYtjBwks_Ts27ZUWrzczw,(425) 488-3288,sushi-connections-woodinville-2,Sushi Connections,"Sushi Bars, Conveyor Belt Sushi",3.5,194,17650 140th Ave NE,Woodinville,WA,98072
1325,-OUNfZIwFz6ipt_fItdFiQ,(206) 849-0062,the-grizzled-wizard-seattle,The Grizzled Wizard,"Dive Bars, Sandwiches",4.0,59,2317 N 45th St,Seattle,WA,98103
1326,J9bhapJJZhYc5jAQGz9MEA,(206) 440-0321,the-everest-kitchen-lake-forest-park,The Everest Kitchen,"Indian, Himalayan/Nepalese",4.0,198,17171 Bothell Way NE,Lake Forest Park,WA,98155
1327,yv0Wx7dCn4y00o16IyjoJA,(425) 836-6833,la-superior-redmond-mart-redmond,La Superior Redmond Mart,"Convenience Stores, Imported Food",4.5,2,17020 Avondale Way,Redmond,WA,98052
1328,U2v1C1wFtBXpiU2hNNOt5g,(206) 624-2979,mae-phim-thai-seattle-3,Mae Phim Thai,Thai,3.5,275,94 Columbia St,Seattle,WA,98104
1329,WyCmjT7jmf5CHTIoaIsEIw,(425) 271-8985,amante-pizza-and-pasta-renton,Amante Pizza & Pasta,"Italian, Pizza",3.0,90,4201 NE Sunset Blvd,Renton,WA,98059
1330,OxB8pQ8qtxMIGwsRzb2G0g,(206) 723-9641,mekong-rainier-seattle-3,Mekong Rainier,International Grocery,4.5,30,3400 Rainier Ave S,Seattle,WA,98144
1331,tNQUY-hc561X0LVgABqRXA,(206) 623-3500,the-fishermans-restaurant-seattle,The Fisherman's Restaurant,"Seafood, Bars",3.0,633,1301 Alaskan Way,Seattle,WA,98101
1332,aD7vLNVwGG3n3_bqct6EeQ,(206) 878-7366,youngs-market-seatac,Young's Market,Grocery,1.0,1,19239 Des Moines Memorial,Seatac,WA,98148
1333,luCXS840m48nTTSDklTvqA,(206) 406-2717,jjs-gourmet-burgers-seattle,JJ's Gourmet Burgers,"Burgers, Hot Dogs",3.5,20,701 5th Ave,Seattle,WA,98104
1334,oKt7LU-Pw1MrbzqXVZzwdg,(425) 277-3039,whistle-stop-ale-house-renton,Whistle Stop Ale House,"Pubs, American (Traditional)",3.5,290,809 S 4th St,Renton,WA,98057
1335,LSqx_rlFZopPhnmSJTyzTw,(425) 251-1116,spicy-chong-qing-kent,Spicy Chong Qing,Szechuan,3.0,26,18230 E Valley Hwy,Kent,WA,98032
1336,M1maAn-dVjU902hRlSz0Mg,(253) 661-6429,baskin-robbins-31-ice-cream-stores-federal-way-2,Baskin-Robbins 31 Ice Cream Stores,Ice Cream & Frozen Yogurt,3.0,11,2138 SW 336th St,Federal Way,WA,98023
1337,hsdrqea8dO4A3R-1LICN5g,(253) 856-8919,wild-wheat-bakery-cafe-and-restaurant-kent-2,Wild Wheat Bakery Cafe and Restaurant,"Breakfast & Brunch, Sandwiches, Bakeries",4.0,629,202 1st Ave S,Kent,WA,98032
1338,STTG8_tBbP2W-vFITIw1eg,(206) 781-2224,the-northside-grill-seattle,The Northside Grill,"American (New), Moroccan",4.5,5,8550 Greenwood Ave N,Seattle,WA,98103
1339,hM03ua-PXyjifojJQUAqNw,(206) 937-6036,pearls-tea-and-cafe-seattle,Pearls Tea & Cafe,"Coffee & Tea, Sandwiches, Bubble Tea",4.0,178,4800 Delridge Way SW,Seattle,WA,98106
1340,m2Znp7ef4kKoLFp6aiEdXQ,(206) 283-0444,bahn-thai-restaurant-seattle,Bahn Thai Restaurant,Thai,4.0,373,409 Roy St,Seattle,WA,98109
1341,LRSo-C5QaB8cG0njyDPEKw,(425) 489-1963,hana-sushi-bothell,Hana Sushi,"Sushi Bars, Japanese",4.0,157,10114 Main St,Bothell,WA,98011
1342,zT5gi6FnFR-qna_orP1fwA,(206) 329-6260,travelers-thali-house-seattle,Travelers Thali House,"Indian, Vegetarian, Bars",3.5,330,2524 Beacon Ave S,Seattle,WA,98144
1343,-6kP5KvPWR-RhTRcJ1Hq8w,(425) 644-6887,apna-bazar-bellevue,Apna Bazar,International Grocery,3.0,35,2245 148th Ave NE,Bellevue,WA,98007
1344,16pfrAL_zyLXcAApypX4hQ,(206) 633-3363,stadium-deli-seattle,Stadium Deli,Convenience Stores,2.0,4,4359 Roosevelt Way NE,Seattle,WA,98105
1345,5CifgVI5AoeNJkNpGcagVA,(206) 246-6310,n-and-r-shell-s-seattle,N & R Shell S,"Gas Stations, Auto Repair",1.0,2,,Seattle,WA,98166
1346,xHn53Q-vFBucFf_e5rT2kg,(425) 643-2670,ezells-famous-chicken-bellevue,Ezell's Famous Chicken,"Southern, Soul Food, Fast Food",3.5,162,1645 140th Ave NE,Bellevue,WA,98005
1347,qVh4Qxeu09Nq_DBxQHEfcw,(425) 502-9489,shabu-shabu-kyoto-japanese-restaurant-bellevue,Shabu Shabu Kyoto Japanese Restaurant,Japanese,4.0,38,627 156th Ave SE,Bellevue,WA,98007
1348,vkhdQ_wYdtG1gC3s5ckpmw,(206) 547-1767,spicy-wok-seattle,Spicy Wok,"Chinese, Thai",3.0,8,4135 University Way NE,Seattle,WA,98105
1349,gc10iIBno9PiBN88pzrG-w,(206) 639-4889,fuller-nutrifuel-kirkland-4,Fuller-Nutrifuel,Food Delivery Services,5.0,6,,Kirkland,WA,98033
1350,1PhVjWWx0BFfuQvFk-WrtA,(206) 245-1089,mendozas-mexican-mercado-seattle,Mendoza's Mexican Mercado,"Grocery, Meat Shops, Tacos",4.5,67,7811 Aurora Ave N,Seattle,WA,98103
1351,wozq1jlhUMJeVYoVo7P0AQ,(253) 887-7600,best-western-plus-mountain-view-auburn-inn-auburn,Best Western Plus Mountain View Auburn Inn,Hotels,3.0,40,401 8th St SW,Auburn,WA,98001
1352,sNzOsVvZlvSO_-sXs2MMHQ,(206) 538-0377,red-cedar-and-sage-seattle,Red Cedar & Sage,"American (New), Breakfast & Brunch, Cocktail Bars",4.0,288,1501 Pike Pl,Seattle,WA,98101
1353,5_ZeIfPjBn3wlCBui4PnrQ,(425) 432-7957,circle-k-maple-valley,Circle K,"Convenience Stores, Gas Stations",3.0,3,26821 Maple Valley Black Diamond Rd SE,Maple Valley,WA,98038
1354,FsIei16i0EZIohQtQEaoOQ,(425) 827-3132,baskin-robbins-kirkland-3,Baskin-Robbins,Ice Cream & Frozen Yogurt,3.5,10,12673 NE 85th St,Kirkland,WA,98033
1355,7GN1B6gFcZAgBwYw1q5mUg,(206) 285-2200,interbay-golf-center-seattle,Interbay Golf Center,"Golf, Golf Lessons",4.0,153,2501 15th Ave W,Seattle,WA,98119
1356,SQmNcu--T55KmXpelohGrQ,(206) 728-7060,broadstreet-76-seattle-2,Broadstreet 76,Gas Stations,3.0,1,351 Broad St,Seattle,WA,98109
1357,BpxyJRWUS3m05AgcVBfM9g,(360) 825-5191,charlies-cafe-enumclaw-3,Charlie's Cafe,"Diners, American (Traditional)",3.5,80,1335 Roosevelt Ave E,Enumclaw,WA,98022
1358,nrbyDvBYOXHGYizixG6udQ,(206) 778-3729,drip-city-coffee-seattle,Drip City Coffee,Coffee & Tea,4.5,172,2929 1st Ave,Seattle,WA,98121
1359,d-ZbgZONH-asZHcOBZKuEw,(206) 528-5997,bus-stop-espresso-and-gyros-seattle,Bus Stop Espresso & Gyros,"Coffee & Tea, Cafes, Greek",4.0,82,800 NE 65th St,Seattle,WA,98115
1360,0buc34OWOPvbozqR1Hk1iw,(702) 735-8322,cigar-box-las-vegas,Cigar Box,Tobacco Shops,4.5,4,1860 Western Ave,Las Vegas,NV,89102
1361,VG2sGwGoVHv9PhHtp9dt1A,(206) 264-6000,w-seattle-seattle,W Seattle,Hotels,3.5,612,1112 4th Ave,Seattle,WA,98101
1362,OLVMNaEKv99xJRKxAcomrw,(360) 825-3544,mazatlan-restaurant-enumclaw,Mazatlan Restaurant,Mexican,3.0,28,951 Roosevelt Ave,Enumclaw,WA,98022
1363,FJlMfEtr7E-uTzUxspuzIg,(206) 527-4000,cedars-restaurant-seattle-5,Cedars Restaurant,"Indian, Mediterranean",3.5,778,4759 Brooklyn Ave NE,Seattle,WA,98105
1364,OzHlNNHg5EhzTsUfVS_QKg,(253) 859-3591,papa-murphys-kent-3,Papa Murphy's,Pizza,3.5,7,20528 108th Avenue South East,Kent,WA,98031
1365,2br1PcyB2wpT90zc0-SAfA,(206) 322-8887,residence-inn-by-marriott-seattle-university-district-seattle,Residence Inn by Marriott Seattle University District,Hotels,4.5,20,4501 12th Ave NE,Seattle,WA,98105
1366,3rQRPaCpTvclw3r44gPlUA,(425) 307-1394,midori-bakery-redmond,Midori Bakery,"Bakeries, Desserts, Coffee & Tea",5.0,47,14676 NE 95th St,Redmond,WA,98052
1367,cO0sN2c7yFDsxdvXZ-9JZw,(206) 264-0306,clays-market-seattle,Clay's Market,Grocery,2.5,14,815 Pike St,Seattle,WA,98101
1368,D9vek2JvbXLwCVIfxmp2mg,(206) 633-1175,julias-of-wallingford-seattle,Julia's of Wallingford,"Breakfast & Brunch, American (Traditional), Vegetarian",3.0,302,4401 Wallingford Ave N,Seattle,WA,98103
1369,5fZSp8qOysymgT5aS_Yr-w,(206) 735-0208,the-landing-at-tyee-on-lake-union-seattle-2,The Landing at Tyee on Lake Union,Venues & Event Spaces,5.0,9,3229 Fairview Ave E,Seattle,WA,98102
1370,V2GHg7EMa5_S6nAiWTH2EA,(425) 432-0121,lumber-house-brewery-black-diamond-2,Lumber House Brewery,Breweries,4.5,6,30741 3rd Ave,Black Diamond,WA,98010
1371,2LlxBIGO-09HLvzLw9BR2g,(206) 447-2737,la-creperie-voila-seattle-4,La Creperie Voila,"Creperies, Food Stands",4.0,317,707 Pike St,Seattle,WA,98101
1372,bY3B29vGSX0bLWW3dx_8RQ,(206) 241-2147,jays-mini-mart-burien,Jay's Mini Mart,Convenience Stores,2.0,1,15815 1st Ave S,Burien,WA,98148
1373,eYuIsc7Kc546x9CNIwsJ0w,(206) 963-6626,flycaster-brewing-company-kirkland,Flycaster Brewing Company,Breweries,4.5,60,12815 NE 124th St,Kirkland,WA,98034
1374,6jozwuysnKQjh-tecD0eaA,(425) 488-1186,jims-chevron-food-mart-bothell,Jim's Chevron Food Mart,Gas Stations,3.5,3,15900 116th Ave NE,Bothell,WA,98011
